Financial Year,Age Band,Diagnosis,Count,
2014/15,45-49,Fracture +/- Dislocation (Unspecified),211,
2014/15,45-49,Psychiatric Other,205,
2014/15,45-49,Back Pain (Non Specific),196,
2014/15,45-49,Hand Injury (Unspecified),187,
2014/15,45-49,Cardiology Other - Not Acute Myocardial Infarction,124,
2014/15,45-49,Headache (Migraine Or Unspec.),110,
2014/15,45-49,Head Injury (Unspecified),95,
2014/15,45-49,Toxicology Other - Not Drug Abuse/Accid Overdose,81,
2014/15,45-49,Respiratory Other,80,
2014/15,45-49,Seizures,72,
2014/15,45-49,Chest Injury (Unspecified),70,
2014/15,45-49,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),69,
2014/15,45-49,Neurology/Neurosurgery Other,65,
2014/15,45-49,Surgical,57,
2014/15,50-54,Medical Admission Other,627,
2014/15,50-54,Limb Injury Other (Unspec.),511,
2014/15,50-54,Chest Pain (Not Pleuritic),429,
2014/15,50-54,Abdominal Pain (Unspecified),407,
2014/15,50-54,Wounds (Unspecified),382,
2014/15,50-54,Orthopaedic/Musculoskeletal Other,269,
2014/15,50-54,Fracture +/- Dislocation (Unspecified),218,
2014/15,50-54,Back Pain (Non Specific),181,
2014/15,50-54,Cardiology Other - Not Acute Myocardial Infarction,151,
2014/15,50-54,Psychiatric Other,143,
2014/15,50-54,Hand Injury (Unspecified),127,
2014/15,50-54,Headache (Migraine Or Unspec.),117,
2014/15,50-54,Respiratory Other,112,
2014/15,50-54,Head Injury (Unspecified),88,
2014/15,50-54,Cellulitis,80,
2014/15,50-54,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),71,
2014/15,50-54,Collapse (Unspecified),70,
2014/15,50-54,Chest Injury (Unspecified),70,
2014/15,50-54,Eye Problem Other,68,
2014/15,50-54,Neurology/Neurosurgery Other,65,
2014/15,55-59,Medical Admission Other,619,
2014/15,55-59,Chest Pain (Not Pleuritic),462,
2014/15,55-59,Limb Injury Other (Unspec.),396,
2014/15,55-59,Abdominal Pain (Unspecified),388,
2014/15,55-59,Wounds (Unspecified),320,
2014/15,55-59,Orthopaedic/Musculoskeletal Other,252,
2014/15,55-59,Fracture +/- Dislocation (Unspecified),217,
2014/15,55-59,Cardiology Other - Not Acute Myocardial Infarction,185,
2014/15,55-59,Back Pain (Non Specific),159,
2014/15,55-59,Psychiatric Other,140,
2014/15,55-59,Respiratory Other,135,
2014/15,55-59,Hand Injury (Unspecified),131,
2014/15,55-59,Headache (Migraine Or Unspec.),91,
2014/15,55-59,Chest Injury (Unspecified),87,
2014/15,55-59,Collapse (Unspecified),80,
2014/15,55-59,Neurology/Neurosurgery Other,79,
2014/15,55-59,Eye Problem Other,68,
2014/15,55-59,Diarrhoea And/Or Vomiting,65,
2014/15,55-59,Head Injury (Unspecified),65,
2014/15,55-59,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),59,
2014/15,5-Sep,Paediatric Other,544,
2014/15,5-Sep,Limb Injury Other (Unspec.),534,
2014/15,5-Sep,Fracture +/- Dislocation (Unspecified),414,
2014/15,5-Sep,Wounds (Unspecified),390,
2014/15,5-Sep,Orthopaedic/Musculoskeletal Other,309,
2014/15,5-Sep,Abdominal Pain (Unspecified),266,
2014/15,5-Sep,Hand Injury (Unspecified),156,
2014/15,5-Sep,Medical Admission Other,121,
2014/15,5-Sep,Febrile Illness (Unspecified),115,
2014/15,5-Sep,Head Injury (Unspecified),108,
2014/15,5-Sep,Asthma,82,
2014/15,5-Sep,Paediatric Asthma,72,
2014/15,5-Sep,Seizures,55,
2014/15,5-Sep,Foreign Body (Unspecified),52,
2014/15,5-Sep,Rash (Unspecified),51,
2014/15,5-Sep,Ear/Nose/Throat Other,51,
2014/15,5-Sep,Dental Other (Not Toothache),49,
2014/15,5-Sep,Diarrhoea And/Or Vomiting,49,
2014/15,5-Sep,Minor Viral Illness,45,
2014/15,5-Sep,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),39,
2014/15,60-64,Medical Admission Other,661,
2014/15,60-64,Chest Pain (Not Pleuritic),504,
2014/15,60-64,Limb Injury Other (Unspec.),315,
2014/15,60-64,Abdominal Pain (Unspecified),314,
2014/15,60-64,Wounds (Unspecified),265,
2014/15,60-64,Cardiology Other - Not Acute Myocardial Infarction,247,
2014/15,60-64,Orthopaedic/Musculoskeletal Other,218,
2014/15,60-64,Fracture +/- Dislocation (Unspecified),191,
2014/15,60-64,Respiratory Other,140,
2014/15,60-64,Back Pain (Non Specific),132,
2014/15,60-64,Collapse (Unspecified),96,
2014/15,60-64,Hand Injury (Unspecified),92,
2014/15,60-64,Headache (Migraine Or Unspec.),87,
2014/15,60-64,Oncology Other,87,
2014/15,60-64,Psychiatric Other,73,
2014/15,60-64,Eye Problem Other,67,
2014/15,60-64,Febrile Illness (Unspecified),59,
2014/15,60-64,Neurology/Neurosurgery Other,59,
2014/15,60-64,Diarrhoea And/Or Vomiting,55,
2014/15,60-64,Head Injury (Unspecified),54,
2014/15,65-69,Medical Admission Other,663,
2014/15,65-69,Chest Pain (Not Pleuritic),480,
2014/15,65-69,Abdominal Pain (Unspecified),362,
2014/15,65-69,Cardiology Other - Not Acute Myocardial Infarction,256,
2014/15,65-69,Limb Injury Other (Unspec.),236,
2014/15,65-69,Wounds (Unspecified),232,
2014/15,65-69,Respiratory Other,203,
2014/15,65-69,Orthopaedic/Musculoskeletal Other,190,
2014/15,65-69,Fracture +/- Dislocation (Unspecified),164,
2014/15,65-69,Oncology Other,121,
2014/15,65-69,Back Pain (Non Specific),106,
2014/15,65-69,Collapse (Unspecified),101,
2014/15,65-69,Diarrhoea And/Or Vomiting,73,
2014/15,65-69,Hand Injury (Unspecified),66,
2014/15,65-69,Surgical,65,
2014/15,65-69,Febrile Illness (Unspecified),60,
2014/15,65-69,Copd/Coad,55,
2014/15,65-69,Urinary Retention,52,
2014/15,65-69,Chest Injury (Unspecified),50,
2014/15,65-69,Eye Problem Other,50,
2014/15,70-74,Medical Admission Other,833,
2014/15,70-74,Chest Pain (Not Pleuritic),407,
2014/15,70-74,Abdominal Pain (Unspecified),270,
2014/15,70-74,Cardiology Other - Not Acute Myocardial Infarction,243,
2014/15,70-74,Respiratory Other,220,
2014/15,70-74,Wounds (Unspecified),197,
2014/15,70-74,Limb Injury Other (Unspec.),190,
2014/15,70-74,Fracture +/- Dislocation (Unspecified),153,
2014/15,70-74,Orthopaedic/Musculoskeletal Other,152,
2014/15,70-74,Collapse (Unspecified),130,
2014/15,70-74,Back Pain (Non Specific),89,
2014/15,70-74,Oncology Other,82,
2014/15,70-74,Headache (Migraine Or Unspec.),63,
2014/15,70-74,Diarrhoea And/Or Vomiting,61,
2014/15,70-74,Surgical,60,
2014/15,70-74,Copd/Coad,60,
2014/15,70-74,Febrile Illness (Unspecified),59,
2014/15,70-74,Cellulitis,56,
2014/15,70-74,Urinay Tract Infection/Pyelonephritis,47,
2014/15,70-74,Hand Injury (Unspecified),42,
2014/15,75-79,Medical Admission Other,935,
2014/15,75-79,Chest Pain (Not Pleuritic),402,
2014/15,75-79,Cardiology Other - Not Acute Myocardial Infarction,257,
2014/15,75-79,Abdominal Pain (Unspecified),232,
2014/15,75-79,Limb Injury Other (Unspec.),202,
2014/15,75-79,Wounds (Unspecified),201,
2014/15,75-79,Respiratory Other,200,
2014/15,75-79,Orthopaedic/Musculoskeletal Other,161,
2014/15,75-79,Fracture +/- Dislocation (Unspecified),155,
2014/15,75-79,Collapse (Unspecified),148,
2014/15,75-79,Back Pain (Non Specific),102,
2014/15,75-79,Diarrhoea And/Or Vomiting,73,
2014/15,75-79,Febrile Illness (Unspecified),60,
2014/15,75-79,Head Injury (Unspecified),56,
2014/15,75-79,Epistaxis,53,
2014/15,75-79,Oncology Other,51,
2014/15,75-79,Copd/Coad,50,
2014/15,75-79,Urinay Tract Infection/Pyelonephritis,49,
2014/15,75-79,Headache (Migraine Or Unspec.),48,
2014/15,75-79,Surgical,46,
2014/15,80-84,Medical Admission Other,1008,
2014/15,80-84,Chest Pain (Not Pleuritic),354,
2014/15,80-84,Wounds (Unspecified),233,
2014/15,80-84,Fracture +/- Dislocation (Unspecified),227,
2014/15,80-84,Abdominal Pain (Unspecified),222,
2014/15,80-84,Cardiology Other - Not Acute Myocardial Infarction,216,
2014/15,80-84,Limb Injury Other (Unspec.),211,
2014/15,80-84,Respiratory Other,202,
2014/15,80-84,Collapse (Unspecified),172,
2014/15,80-84,Orthopaedic/Musculoskeletal Other,144,
2014/15,80-84,Back Pain (Non Specific),108,
2014/15,80-84,Diarrhoea And/Or Vomiting,85,
2014/15,80-84,Febrile Illness (Unspecified),79,
2014/15,80-84,Head Injury (Unspecified),56,
2014/15,80-84,Thrombosis Or Spontaneous Haemorrhage,48,
2014/15,80-84,Confusion/Delirium (Cause Unknown),48,
2014/15,80-84,Urinay Tract Infection/Pyelonephritis,48,
2014/15,80-84,Superficial injuries,46,
2014/15,80-84,Oncology Other,44,
2014/15,80-84,Epistaxis,42,
2014/15,85-89,Medical Admission Other,977,
2014/15,85-89,Chest Pain (Not Pleuritic),264,
2014/15,85-89,Wounds (Unspecified),250,
2014/15,85-89,Fracture +/- Dislocation (Unspecified),244,
2014/15,85-89,Limb Injury Other (Unspec.),232,
2014/15,85-89,Collapse (Unspecified),168,
2014/15,85-89,Respiratory Other,155,
2014/15,85-89,Abdominal Pain (Unspecified),154,
2014/15,85-89,Cardiology Other - Not Acute Myocardial Infarction,129,
2014/15,85-89,Orthopaedic/Musculoskeletal Other,123,
2014/15,85-89,Back Pain (Non Specific),100,
2014/15,85-89,Head Injury (Unspecified),75,
2014/15,85-89,Superficial injuries,72,
2014/15,85-89,Diarrhoea And/Or Vomiting,61,
2014/15,85-89,Febrile Illness (Unspecified),53,
2014/15,85-89,Urinay Tract Infection/Pyelonephritis,51,
2014/15,85-89,Epistaxis,49,
2014/15,85-89,Surgical,45,
2014/15,85-89,Thrombosis Or Spontaneous Haemorrhage,37,
2014/15,85-89,Confusion/Delirium (Cause Unknown),35,
2014/15,90-94,Medical Admission Other,501,
2014/15,90-94,Wounds (Unspecified),155,
2014/15,90-94,Fracture +/- Dislocation (Unspecified),155,
2014/15,90-94,Limb Injury Other (Unspec.),110,
2014/15,90-94,Chest Pain (Not Pleuritic),100,
2014/15,90-94,Collapse (Unspecified),83,
2014/15,90-94,Respiratory Other,64,
2014/15,90-94,Abdominal Pain (Unspecified),62,
2014/15,90-94,Orthopaedic/Musculoskeletal Other,48,
2014/15,90-94,Back Pain (Non Specific),46,
2014/15,90-94,Cardiology Other - Not Acute Myocardial Infarction,42,
2014/15,90-94,Superficial injuries,37,
2014/15,90-94,Head Injury (Unspecified),36,
2014/15,90-94,Diarrhoea And/Or Vomiting,35,
2014/15,90-94,Urinay Tract Infection/Pyelonephritis,28,
2014/15,90-94,Epistaxis,27,
2014/15,90-94,Gi Bleed (Haematemisis/Pr Bleed),25,
2014/15,90-94,Chest Injury (Unspecified),19,
2014/15,90-94,Confusion/Delirium (Cause Unknown),19,
2014/15,90-94,Thrombosis Or Spontaneous Haemorrhage,18,
2014/15,95-99,Medical Admission Other,90,
2014/15,95-99,Fracture +/- Dislocation (Unspecified),40,
2014/15,95-99,Wounds (Unspecified),35,
2014/15,95-99,Limb Injury Other (Unspec.),24,
2014/15,95-99,Respiratory Other,18,
2014/15,95-99,Collapse (Unspecified),17,
2014/15,95-99,Abdominal Pain (Unspecified),15,
2014/15,95-99,Orthopaedic/Musculoskeletal Other,11,
2014/15,95-99,Back Pain (Non Specific),10,
2014/15,95-99,Chest Pain (Not Pleuritic),8,
2014/15,95-99,Head Injury (Unspecified),6,
2014/15,95-99,Cardiology Other - Not Acute Myocardial Infarction,6,
2014/15,95-99,Urinay Tract Infection/Pyelonephritis,6,
2014/15,95-99,Superficial injuries,6,
2014/15,95-99,Fast Track,5,
2014/15,95-99,Thrombosis Or Spontaneous Haemorrhage,5,
2014/15,95-99,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),5,
2014/15,95-99,Urinary Retention,4,
2014/15,95-99,Headache (Migraine Or Unspec.),4,
2014/15,95-99,Diarrhoea And/Or Vomiting,3,
2015/16,0-4,Paediatric Other,2711,
2015/16,0-4,Febrile Illness (Unspecified),577,
2015/16,0-4,Wounds (Unspecified),538,
2015/16,0-4,Medical Admission Other,509,
2015/16,0-4,Limb Injury Other (Unspec.),280,
2015/16,0-4,Respiratory Other,237,
2015/16,0-4,Head Injury (Unspecified),194,
2015/16,0-4,Diarrhoea And/Or Vomiting,185,
2015/16,0-4,Minor Viral Illness,184,
2015/16,0-4,Acute Resp Illness - Not Asthma/Copd/Pneumonia,167,
2015/16,0-4,Paediatric Febrile Illness (Unspecified),164,
2015/16,0-4,Fracture +/- Dislocation (Unspecified),153,
2015/16,0-4,Orthopaedic/Musculoskeletal Other,146,
2015/16,0-4,Seizures,143,
2015/16,0-4,Rash (Unspecified),137,
2015/16,0-4,Paed Acute Resp Illness-Not Asthma/Croup/Pneumonia,118,
2015/16,0-4,Foreign Body (Unspecified),107,
2015/16,0-4,Abdominal Pain (Unspecified),106,
2015/16,0-4,Paediatric Asthma,100,
2015/16,0-4,Hand Injury (Unspecified),96,
2015/16,100+,Medical Admission Other,11,
2015/16,100+,Fracture +/- Dislocation (Unspecified),6,
2015/16,100+,Orthopaedic/Musculoskeletal Other,5,
2015/16,100+,Limb Injury Other (Unspec.),4,
2015/16,100+,Chest Injury (Unspecified),3,
2015/16,100+,Wounds (Unspecified),3,
2015/16,100+,Superficial injuries,3,
2015/16,100+,Abdominal Pain (Unspecified),2,
2015/16,100+,Respiratory Other,1,
2015/16,100+,Surgical,1,
2015/16,100+,Urinay Tract Infection/Pyelonephritis,1,
2015/16,100+,Chest Pain (Not Pleuritic),1,
2015/16,100+,Collapse (Unspecified),1,
2015/16,100+,Febrile Illness (Unspecified),1,
2015/16,100+,Back Pain (Non Specific),1,
2015/16,100+,Cellulitis,1,
2015/16,Oct-14,Limb Injury Other (Unspec.),911,
2015/16,Oct-14,Orthopaedic/Musculoskeletal Other,559,
2015/16,Oct-14,Fracture +/- Dislocation (Unspecified),492,
2015/16,Oct-14,Paediatric Other,333,
2015/16,Oct-14,Wounds (Unspecified),325,
2015/16,Oct-14,Hand Injury (Unspecified),319,
2015/16,Oct-14,Abdominal Pain (Unspecified),292,
2015/16,Oct-14,Medical Admission Other,206,
2015/16,Oct-14,Head Injury (Unspecified),177,
2015/16,Oct-14,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),109,
2015/16,Oct-14,Superficial injuries,77,
2015/16,Oct-14,Psychiatric Other,69,
2015/16,Oct-14,Toxicology Other - Not Drug Abuse/Accid Overdose,67,
2015/16,Oct-14,Headache (Migraine Or Unspec.),59,
2015/16,Oct-14,Asthma,49,
2015/16,Oct-14,Back Pain (Non Specific),49,
2015/16,Oct-14,Seizures,47,
2015/16,Oct-14,Ear/Nose/Throat Other,42,
2015/16,Oct-14,Facial Trauma (Unspecified),41,
2015/16,Oct-14,Allergy / Anaphylaxis,32,
2015/16,15-19,Limb Injury Other (Unspec.),1080,
2015/16,15-19,Abdominal Pain (Unspecified),834,
2015/16,15-19,Wounds (Unspecified),757,
2015/16,15-19,Medical Admission Other,620,
2015/16,15-19,Orthopaedic/Musculoskeletal Other,581,
2015/16,15-19,Psychiatric Other,499,
2015/16,15-19,Hand Injury (Unspecified),421,
2015/16,15-19,Fracture +/- Dislocation (Unspecified),410,
2015/16,15-19,Toxicology Other - Not Drug Abuse/Accid Overdose,318,
2015/16,15-19,Head Injury (Unspecified),302,
2015/16,15-19,Deliberate Self Poisoning (Unspecified),178,
2015/16,15-19,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),161,
2015/16,15-19,Ear/Nose/Throat Other,141,
2015/16,15-19,Back Pain (Non Specific),132,
2015/16,15-19,Headache (Migraine Or Unspec.),117,
2015/16,15-19,Superficial injuries,106,
2015/16,15-19,Suspected Alcohol/Recreational Drug Involvement,105,
2015/16,15-19,Per Vaginal Bleeding,89,
2015/16,15-19,Unknown,89,
2015/16,15-19,Facial Trauma (Unspecified),81,
2015/16,20-24,Limb Injury Other (Unspec.),1276,
2015/16,20-24,Wounds (Unspecified),1099,
2015/16,20-24,Abdominal Pain (Unspecified),1066,
2015/16,20-24,Medical Admission Other,892,
2015/16,20-24,Orthopaedic/Musculoskeletal Other,634,
2015/16,20-24,Psychiatric Other,530,
2015/16,20-24,Hand Injury (Unspecified),522,
2015/16,20-24,Fracture +/- Dislocation (Unspecified),502,
2015/16,20-24,Head Injury (Unspecified),289,
2015/16,20-24,Back Pain (Non Specific),269,
2015/16,20-24,Toxicology Other - Not Drug Abuse/Accid Overdose,226,
2015/16,20-24,Headache (Migraine Or Unspec.),180,
2015/16,20-24,Per Vaginal Bleeding,171,
2015/16,20-24,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),169,
2015/16,20-24,Diarrhoea And/Or Vomiting,152,
2015/16,20-24,Ear/Nose/Throat Other,141,
2015/16,20-24,Gynaecology Other,138,
2015/16,20-24,Deliberate Self Poisoning (Unspecified),129,
2015/16,20-24,Unknown,128,
2015/16,20-24,Superficial injuries,124,
2015/16,25-29,Limb Injury Other (Unspec.),998,
2015/16,25-29,Abdominal Pain (Unspecified),863,
2015/16,25-29,Wounds (Unspecified),807,
2015/16,25-29,Medical Admission Other,747,
2015/16,25-29,Orthopaedic/Musculoskeletal Other,531,
2015/16,25-29,Fracture +/- Dislocation (Unspecified),395,
2015/16,25-29,Hand Injury (Unspecified),369,
2015/16,25-29,Psychiatric Other,341,
2015/16,25-29,Back Pain (Non Specific),279,
2015/16,25-29,Headache (Migraine Or Unspec.),188,
2015/16,25-29,Head Injury (Unspecified),185,
2015/16,25-29,Chest Pain (Not Pleuritic),171,
2015/16,25-29,Per Vaginal Bleeding,151,
2015/16,25-29,Gynaecology Other,136,
2015/16,25-29,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),124,
2015/16,25-29,Diarrhoea And/Or Vomiting,123,
2015/16,25-29,Toxicology Other - Not Drug Abuse/Accid Overdose,119,
2015/16,25-29,Superficial injuries,112,
2015/16,25-29,Ear/Nose/Throat Other,106,
2015/16,25-29,Chest Injury (Unspecified),105,
2015/16,30-34,Limb Injury Other (Unspec.),636,
2015/16,30-34,Abdominal Pain (Unspecified),596,
2015/16,30-34,Medical Admission Other,572,
2015/16,30-34,Wounds (Unspecified),516,
2015/16,30-34,Orthopaedic/Musculoskeletal Other,369,
2015/16,30-34,Fracture +/- Dislocation (Unspecified),294,
2015/16,30-34,Psychiatric Other,271,
2015/16,30-34,Hand Injury (Unspecified),237,
2015/16,30-34,Back Pain (Non Specific),191,
2015/16,30-34,Head Injury (Unspecified),135,
2015/16,30-34,Headache (Migraine Or Unspec.),129,
2015/16,30-34,Per Vaginal Bleeding,128,
2015/16,30-34,Chest Pain (Not Pleuritic),121,
2015/16,30-34,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),100,
2015/16,30-34,Gynaecology Other,92,
2015/16,30-34,Toxicology Other - Not Drug Abuse/Accid Overdose,89,
2015/16,30-34,Chest Injury (Unspecified),81,
2015/16,30-34,Diarrhoea And/Or Vomiting,80,
2015/16,30-34,Foreign Body (Unspecified),76,
2015/16,30-34,Ear/Nose/Throat Other,75,
2015/16,35-39,Medical Admission Other,544,
2015/16,35-39,Limb Injury Other (Unspec.),538,
2015/16,35-39,Abdominal Pain (Unspecified),440,
2015/16,35-39,Wounds (Unspecified),399,
2015/16,35-39,Orthopaedic/Musculoskeletal Other,294,
2015/16,35-39,Psychiatric Other,234,
2015/16,35-39,Fracture +/- Dislocation (Unspecified),219,
2015/16,35-39,Hand Injury (Unspecified),181,
2015/16,35-39,Chest Pain (Not Pleuritic),178,
2015/16,35-39,Back Pain (Non Specific),167,
2015/16,35-39,Headache (Migraine Or Unspec.),138,
2015/16,35-39,Head Injury (Unspecified),98,
2015/16,35-39,Toxicology Other - Not Drug Abuse/Accid Overdose,76,
2015/16,35-39,Chest Injury (Unspecified),71,
2015/16,35-39,Per Vaginal Bleeding,65,
2015/16,35-39,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),62,
2015/16,35-39,Gynaecology Other,61,
2015/16,35-39,Cardiology Other - Not Acute Myocardial Infarction,60,
2015/16,35-39,Foreign Body (Unspecified),60,
2015/16,35-39,Ear/Nose/Throat Other,55,
2015/16,40-44,Medical Admission Other,567,
2015/16,40-44,Limb Injury Other (Unspec.),552,
2015/16,40-44,Abdominal Pain (Unspecified),464,
2015/16,40-44,Wounds (Unspecified),437,
2015/16,40-44,Orthopaedic/Musculoskeletal Other,350,
2015/16,40-44,Chest Pain (Not Pleuritic),264,
2015/16,40-44,Fracture +/- Dislocation (Unspecified),225,
2015/16,40-44,Back Pain (Non Specific),215,
2015/16,40-44,Psychiatric Other,177,
2015/16,40-44,Hand Injury (Unspecified),169,
2015/16,40-44,Headache (Migraine Or Unspec.),136,
2015/16,40-44,Head Injury (Unspecified),115,
2015/16,40-44,Cardiology Other - Not Acute Myocardial Infarction,90,
2015/16,40-44,Respiratory Other,68,
2015/16,40-44,Chest Injury (Unspecified),67,
2015/16,40-44,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),66,
2015/16,40-44,Superficial injuries,64,
2015/16,40-44,Foreign Body (Unspecified),62,
2015/16,40-44,Toxicology Other - Not Drug Abuse/Accid Overdose,62,
2015/16,40-44,Surgical,55,
2015/16,45-49,Medical Admission Other,668,
2015/16,45-49,Limb Injury Other (Unspec.),580,
2015/16,45-49,Abdominal Pain (Unspecified),453,
2015/16,45-49,Wounds (Unspecified),445,
2015/16,45-49,Orthopaedic/Musculoskeletal Other,343,
2015/16,45-49,Chest Pain (Not Pleuritic),317,
2015/16,45-49,Fracture +/- Dislocation (Unspecified),215,
2015/16,45-49,Psychiatric Other,201,
2015/16,45-49,Back Pain (Non Specific),187,
2015/16,45-49,Cardiology Other - Not Acute Myocardial Infarction,142,
2015/16,45-49,Hand Injury (Unspecified),139,
2015/16,45-49,Headache (Migraine Or Unspec.),111,
2015/16,45-49,Toxicology Other - Not Drug Abuse/Accid Overdose,96,
2015/16,45-49,Head Injury (Unspecified),95,
2015/16,45-49,Chest Injury (Unspecified),95,
2015/16,45-49,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),89,
2015/16,45-49,Respiratory Other,72,
2015/16,45-49,Seizures,64,
2015/16,45-49,Surgical,64,
2015/16,45-49,Foreign Body (Unspecified),62,
2015/16,50-54,Medical Admission Other,749,
2015/16,50-54,Limb Injury Other (Unspec.),485,
2015/16,50-54,Abdominal Pain (Unspecified),423,
2015/16,50-54,Chest Pain (Not Pleuritic),419,
2015/16,50-54,Wounds (Unspecified),366,
2015/16,50-54,Orthopaedic/Musculoskeletal Other,292,
2015/16,50-54,Fracture +/- Dislocation (Unspecified),240,
2015/16,50-54,Back Pain (Non Specific),193,
2015/16,50-54,Cardiology Other - Not Acute Myocardial Infarction,178,
2015/16,50-54,Psychiatric Other,138,
2015/16,50-54,Headache (Migraine Or Unspec.),113,
2015/16,50-54,Hand Injury (Unspecified),113,
2015/16,50-54,Respiratory Other,105,
2015/16,50-54,Head Injury (Unspecified),95,
2015/16,50-54,Chest Injury (Unspecified),91,
2015/16,50-54,Neurology/Neurosurgery Other,76,
2015/16,50-54,Toxicology Other - Not Drug Abuse/Accid Overdose,75,
2015/16,50-54,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),68,
2015/16,50-54,Eye Problem Other,65,
2015/16,50-54,Surgical,63,
2015/16,55-59,Medical Admission Other,725,
2015/16,55-59,Chest Pain (Not Pleuritic),422,
2015/16,55-59,Abdominal Pain (Unspecified),398,
2015/16,55-59,Limb Injury Other (Unspec.),370,
2015/16,55-59,Wounds (Unspecified),316,
2015/16,55-59,Orthopaedic/Musculoskeletal Other,287,
2015/16,55-59,Cardiology Other - Not Acute Myocardial Infarction,226,
2015/16,55-59,Fracture +/- Dislocation (Unspecified),215,
2015/16,55-59,Back Pain (Non Specific),175,
2015/16,55-59,Respiratory Other,145,
2015/16,55-59,Hand Injury (Unspecified),111,
2015/16,55-59,Oncology Other,103,
2015/16,55-59,Headache (Migraine Or Unspec.),100,
2015/16,55-59,Psychiatric Other,90,
2015/16,55-59,Neurology/Neurosurgery Other,80,
2015/16,55-59,Collapse (Unspecified),74,
2015/16,55-59,Chest Injury (Unspecified),73,
2015/16,55-59,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),70,
2015/16,55-59,Eye Problem Other,70,
2015/16,55-59,Head Injury (Unspecified),70,
2015/16,5-Sep,Paediatric Other,590,
2015/16,5-Sep,Limb Injury Other (Unspec.),527,
2015/16,5-Sep,Wounds (Unspecified),382,
2015/16,5-Sep,Fracture +/- Dislocation (Unspecified),382,
2015/16,5-Sep,Orthopaedic/Musculoskeletal Other,361,
2015/16,5-Sep,Abdominal Pain (Unspecified),278,
2015/16,5-Sep,Hand Injury (Unspecified),159,
2015/16,5-Sep,Medical Admission Other,158,
2015/16,5-Sep,Febrile Illness (Unspecified),116,
2015/16,5-Sep,Head Injury (Unspecified),115,
2015/16,5-Sep,Asthma,70,
2015/16,5-Sep,Paediatric Asthma,56,
2015/16,5-Sep,Minor Viral Illness,54,
2015/16,5-Sep,Foreign Body (Unspecified),49,
2015/16,5-Sep,Ear/Nose/Throat Other,49,
2015/16,5-Sep,Dental Other (Not Toothache),47,
2015/16,5-Sep,Diarrhoea And/Or Vomiting,46,
2015/16,5-Sep,Headache (Migraine Or Unspec.),44,
2015/16,5-Sep,Acute Resp Illness - Not Asthma/Copd/Pneumonia,38,
2015/16,5-Sep,Respiratory Other,38,
2015/16,60-64,Medical Admission Other,856,
2015/16,60-64,Chest Pain (Not Pleuritic),501,
2015/16,60-64,Abdominal Pain (Unspecified),336,
2015/16,60-64,Limb Injury Other (Unspec.),334,
2015/16,60-64,Cardiology Other - Not Acute Myocardial Infarction,252,
2015/16,60-64,Wounds (Unspecified),242,
2015/16,60-64,Orthopaedic/Musculoskeletal Other,233,
2015/16,60-64,Fracture +/- Dislocation (Unspecified),193,
2015/16,60-64,Respiratory Other,163,
2015/16,60-64,Back Pain (Non Specific),117,
2015/16,60-64,Oncology Other,89,
2015/16,60-64,Collapse (Unspecified),88,
2015/16,60-64,Headache (Migraine Or Unspec.),85,
2015/16,60-64,Hand Injury (Unspecified),84,
2015/16,60-64,Eye Problem Other,77,
2015/16,60-64,Head Injury (Unspecified),70,
2015/16,60-64,Diarrhoea And/Or Vomiting,66,
2015/16,60-64,Psychiatric Other,65,
2015/16,60-64,Neurology/Neurosurgery Other,65,
2015/16,60-64,Chest Injury (Unspecified),64,
2015/16,65-69,Medical Admission Other,862,
2015/16,65-69,Chest Pain (Not Pleuritic),485,
2015/16,65-69,Abdominal Pain (Unspecified),262,
2015/16,65-69,Cardiology Other - Not Acute Myocardial Infarction,259,
2015/16,65-69,Limb Injury Other (Unspec.),243,
2015/16,65-69,Wounds (Unspecified),235,
2015/16,65-69,Orthopaedic/Musculoskeletal Other,204,
2015/16,65-69,Fracture +/- Dislocation (Unspecified),183,
2015/16,65-69,Respiratory Other,178,
2015/16,65-69,Back Pain (Non Specific),105,
2015/16,65-69,Oncology Other,104,
2015/16,65-69,Collapse (Unspecified),103,
2015/16,65-69,Headache (Migraine Or Unspec.),64,
2015/16,65-69,Hand Injury (Unspecified),59,
2015/16,65-69,Febrile Illness (Unspecified),55,
2015/16,65-69,Diarrhoea And/Or Vomiting,54,
2015/16,65-69,Surgical,54,
2015/16,65-69,Head Injury (Unspecified),53,
2015/16,65-69,Eye Problem Other,48,
2015/16,65-69,Copd/Coad,46,
2015/16,70-74,Medical Admission Other,889,
